Name,SH ComLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyears,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spat_targ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFS,0.79,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L5,0.65,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vmaxlen,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fsd,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qinc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qcv,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EffYears,0,0.022727273,0.045454545,0.068181818,0.090909091,0.113636364,0.136363636,0.159090909,0.181818182,0.204545455,0.227272727,0.25,0.272727273,0.295454545,0.318181818,0.340909091,0.363636364,0.386363636,0.409090909,0.431818182,0.454545455,0.477272727,0.5,0.522727273,0.545454545,0.568181818,0.590909091,0.613636364,0.636363636,0.659090909,0.681818182,0.704545455,0.727272727,0.75,0.772727273,0.795454545,0.818181818,0.840909091,0.863636364,0.886363636,0.909090909,0.931818182,0.954545455,0.977272727,1
EffLower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796410256,0.717435897,0.727692308,0.638461538,0.685641026,0.660512821,0.746153846,0.757435897,0.705641026,0.775384615,0.553333333,0.531794872,0.286153846,0.185128205,0.290769231,0.303076923,0.278974359,0.303589744
EffUpper,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.915897436,0.975897436,0.953333333,0.938461538,0.918974359,0.905128205,0.917948718,0.931794872,0.889230769,1,0.747179487,0.654358974,0.326153846,0.208717949,0.334871795,0.348205128,0.334358974,0.364102564
